GPSTrack
013950009319543 - 13.575881,100.767338 - time13/09/2015 0:00:07
013950009324832 - 13.575626,100.767338 - time13/09/2015 16:20:59
013950009310849 - 13.575458,100.766915 - time13/09/2015 16:21:01
013950009319790 - 13.575768,100.767223 - time13/09/2015 16:21:01
013950009320426 - 13.575826,100.767198 - time13/09/2015 16:21:02
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:21:02
013950009320285 - 13.575455,100.766965 - time13/09/2015 16:21:08
013950009319972 - 13.575796,100.767140 - time13/09/2015 16:21:09
013950009319451 - 13.575583,100.767096 - time13/09/2015 16:21:09
013950009315384 - 13.575710,100.767345 - time13/09/2015 16:21:10
013950009309742 - 13.733721,100.572875 - time13/09/2015 16:21:11
013950009320152 - 13.575726,100.767073 - time13/09/2015 16:21:12
013950009323768 - 13.575790,100.767040 - time13/09/2015 16:21:13
013950009329336 - 13.733860,100.572828 - time13/09/2015 16:21:15
013950009312506 - 13.575555,100.767791 - time13/09/2015 16:21:17
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:21:17
013950009324535 - 13.575560,100.767425 - time13/09/2015 16:21:19
013950009320004 - 13.575626,100.767383 - time13/09/2015 16:21:19
013950009314809 - 13.575691,100.767345 - time13/09/2015 16:21:19
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:21:21
013950009319543 - 13.575931,100.767513 - time13/09/2015 16:21:23
013950009313595 - 13.717438,100.584471 - time13/09/2015 16:21:26
013950009320509 - 13.575660,100.767320 - time13/09/2015 16:21:29
013950009324832 - 13.575666,100.767358 - time13/09/2015 16:21:29
013950009310849 - 13.575456,100.766910 - time13/09/2015 16:21:31
013950009319790 - 13.575765,100.767230 - time13/09/2015 16:21:31
013950009320426 - 13.575826,100.767201 - time13/09/2015 16:21:32
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:21:32
013950009320285 - 13.575446,100.766965 - time13/09/2015 16:21:38
013950009319972 - 13.575793,100.767141 - time13/09/2015 16:21:39
013950009319451 - 13.575553,100.767096 - time13/09/2015 16:21:39
013950009315384 - 13.575705,100.767340 - time13/09/2015 16:21:40
013950009309742 - 13.733716,100.572875 - time13/09/2015 16:21:41
013950009320152 - 13.575736,100.767068 - time13/09/2015 16:21:42
013950009323768 - 13.575806,100.767023 - time13/09/2015 16:21:43
013950009329336 - 13.733836,100.572833 - time13/09/2015 16:21:45
013950009312506 - 13.575548,100.767746 - time13/09/2015 16:21:47
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:21:47
013950009320004 - 13.575661,100.767396 - time13/09/2015 16:21:49
013950009324535 - 13.575560,100.767410 - time13/09/2015 16:21:49
013950009314809 - 13.575688,100.767330 - time13/09/2015 16:21:49
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:21:51
013950009319543 - 13.575933,100.767528 - time13/09/2015 16:21:53
013950009313595 - 13.717446,100.584486 - time13/09/2015 16:21:56
013950009320509 - 13.575626,100.767336 - time13/09/2015 16:21:59
013950009324832 - 13.575705,100.767365 - time13/09/2015 16:21:59
013950009319790 - 13.575761,100.767235 - time13/09/2015 16:22:01
013950009310849 - 13.575481,100.766903 - time13/09/2015 16:22:01
013950009320426 - 13.575853,100.767181 - time13/09/2015 16:22:02
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:22:02
013950009320285 - 13.575478,100.766960 - time13/09/2015 16:22:08
013950009319972 - 13.575785,100.767143 - time13/09/2015 16:22:09
013950009319451 - 13.575593,100.767095 - time13/09/2015 16:22:09
013950009315384 - 13.575703,100.767333 - time13/09/2015 16:22:10
013950009320152 - 13.575750,100.767070 - time13/09/2015 16:22:11
013950009309742 - 13.733700,100.572880 - time13/09/2015 16:22:11
013950009323768 - 13.575805,100.767030 - time13/09/2015 16:22:13
013950009329336 - 13.733815,100.572818 - time13/09/2015 16:22:15
013950009312506 - 13.575561,100.767688 - time13/09/2015 16:22:17
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:22:17
013950009320004 - 13.575700,100.767380 - time13/09/2015 16:22:19
013950009324535 - 13.575616,100.767401 - time13/09/2015 16:22:19
013950009314809 - 13.575688,100.767330 - time13/09/2015 16:22:19
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:22:21
013950009319543 - 13.575985,100.767550 - time13/09/2015 16:22:23
013950009313595 - 13.717443,100.584493 - time13/09/2015 16:22:26
013950009320509 - 13.575558,100.767356 - time13/09/2015 16:22:29
013950009324832 - 13.575703,100.767336 - time13/09/2015 16:22:29
013950009319790 - 13.575761,100.767235 - time13/09/2015 16:22:31
013950009310849 - 13.575446,100.766920 - time13/09/2015 16:22:31
013950009320426 - 13.575841,100.767148 - time13/09/2015 16:22:32
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:22:32
013950009320285 - 13.575490,100.766983 - time13/09/2015 16:22:38
013950009319972 - 13.575801,100.767148 - time13/09/2015 16:22:39
013950009319451 - 13.575623,100.767091 - time13/09/2015 16:22:39
013950009315384 - 13.575711,100.767326 - time13/09/2015 16:22:40
013950009309742 - 13.733666,100.572893 - time13/09/2015 16:22:41
013950009320152 - 13.575755,100.767085 - time13/09/2015 16:22:41
013950009323768 - 13.575813,100.767025 - time13/09/2015 16:22:43
013950009329336 - 13.733821,100.572796 - time13/09/2015 16:22:45
013950009312506 - 13.575751,100.767723 - time13/09/2015 16:22:47
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:22:47
013950009320004 - 13.575736,100.767381 - time13/09/2015 16:22:49
013950009324535 - 13.575631,100.767351 - time13/09/2015 16:22:49
013950009314809 - 13.575685,100.767338 - time13/09/2015 16:22:49
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:22:52
013950009319543 - 13.575800,100.767493 - time13/09/2015 16:22:53
013950009313595 - 13.717443,100.584508 - time13/09/2015 16:22:56
013950009320509 - 13.575605,100.767415 - time13/09/2015 16:22:59
013950009324832 - 13.575733,100.767311 - time13/09/2015 16:22:59
013950009310849 - 13.575413,100.766928 - time13/09/2015 16:23:00
013950009319790 - 13.575765,100.767235 - time13/09/2015 16:23:00
013950009320426 - 13.575838,100.767141 - time13/09/2015 16:23:02
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:23:03
013950009320285 - 13.575481,100.766960 - time13/09/2015 16:23:08
013950009319972 - 13.575815,100.767151 - time13/09/2015 16:23:09
013950009319451 - 13.575646,100.767075 - time13/09/2015 16:23:09
013950009315384 - 13.575710,100.767330 - time13/09/2015 16:23:10
013950009320152 - 13.575748,100.767091 - time13/09/2015 16:23:11
013950009309742 - 13.733680,100.572871 - time13/09/2015 16:23:11
013950009323768 - 13.575806,100.767021 - time13/09/2015 16:23:13
013950009329336 - 13.733811,100.572803 - time13/09/2015 16:23:15
013950009312506 - 13.575685,100.767716 - time13/09/2015 16:23:17
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:23:18
013950009320004 - 13.575725,100.767358 - time13/09/2015 16:23:19
013950009324535 - 13.575728,100.767358 - time13/09/2015 16:23:19
013950009314809 - 13.575681,100.767348 - time13/09/2015 16:23:19
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:23:22
013950009319543 - 13.575793,100.767505 - time13/09/2015 16:23:23
013950009313595 - 13.717436,100.584526 - time13/09/2015 16:23:26
013950009320509 - 13.575671,100.767365 - time13/09/2015 16:23:29
013950009324832 - 13.575783,100.767313 - time13/09/2015 16:23:29
013950009310849 - 13.575421,100.766931 - time13/09/2015 16:23:30
013950009319790 - 13.575755,100.767226 - time13/09/2015 16:23:30
013950009320426 - 13.575858,100.767175 - time13/09/2015 16:23:32
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:23:33
013950009320285 - 13.575496,100.766936 - time13/09/2015 16:23:38
013950009319972 - 13.575828,100.767140 - time13/09/2015 16:23:39
013950009319451 - 13.575691,100.767013 - time13/09/2015 16:23:39
013950009315384 - 13.575708,100.767330 - time13/09/2015 16:23:40
013950009309742 - 13.733696,100.572875 - time13/09/2015 16:23:41
013950009320152 - 13.575745,100.767086 - time13/09/2015 16:23:41
013950009323768 - 13.575801,100.767018 - time13/09/2015 16:23:43
013950009329336 - 13.733800,100.572825 - time13/09/2015 16:23:45
013950009312506 - 13.575673,100.767740 - time13/09/2015 16:23:47
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:23:48
013950009324535 - 13.575848,100.767421 - time13/09/2015 16:23:49
013950009320004 - 13.575703,100.767353 - time13/09/2015 16:23:49
013950009314809 - 13.575685,100.767343 - time13/09/2015 16:23:49
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:23:52
013950009319543 - 13.575911,100.767573 - time13/09/2015 16:23:53
013950009313595 - 13.717426,100.584530 - time13/09/2015 16:23:57
013950009320509 - 13.575678,100.767350 - time13/09/2015 16:23:59
013950009324832 - 13.575813,100.767291 - time13/09/2015 16:23:59
013950009319790 - 13.575750,100.767230 - time13/09/2015 16:24:00
013950009310849 - 13.575443,100.766921 - time13/09/2015 16:24:00
013950009320426 - 13.575838,100.767198 - time13/09/2015 16:24:02
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:24:03
013950009320285 - 13.575500,100.766968 - time13/09/2015 16:24:07
013950009319972 - 13.575835,100.767140 - time13/09/2015 16:24:09
013950009319451 - 13.575701,100.766990 - time13/09/2015 16:24:09
013950009315384 - 13.575716,100.767333 - time13/09/2015 16:24:10
013950009320152 - 13.575733,100.767086 - time13/09/2015 16:24:11
013950009309742 - 13.733701,100.572890 - time13/09/2015 16:24:11
013950009323768 - 13.575786,100.767028 - time13/09/2015 16:24:13
013950009329336 - 13.733803,100.572826 - time13/09/2015 16:24:15
013950009312506 - 13.575553,100.767710 - time13/09/2015 16:24:17
013950009324535 - 13.575815,100.767440 - time13/09/2015 16:24:19
013950009320004 - 13.575703,100.767356 - time13/09/2015 16:24:19
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:24:18
013950009314809 - 13.575683,100.767341 - time13/09/2015 16:24:19
013950009319543 - 13.576005,100.767565 - time13/09/2015 16:24:23
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:24:22
013950009313595 - 13.717418,100.584551 - time13/09/2015 16:24:27
013950009320509 - 13.575643,100.767333 - time13/09/2015 16:24:29
013950009324832 - 13.575811,100.767245 - time13/09/2015 16:24:29
013950009319790 - 13.575740,100.767236 - time13/09/2015 16:24:30
013950009310849 - 13.575460,100.766898 - time13/09/2015 16:24:30
013950009320426 - 13.575835,100.767216 - time13/09/2015 16:24:32
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:24:33
013950009320285 - 13.575486,100.766990 - time13/09/2015 16:24:37
013950009319972 - 13.575835,100.767131 - time13/09/2015 16:24:39
013950009319451 - 13.575693,100.766965 - time13/09/2015 16:24:39
013950009315384 - 13.575713,100.767338 - time13/09/2015 16:24:40
013950009320152 - 13.575723,100.767095 - time13/09/2015 16:24:41
013950009309742 - 13.733703,100.572893 - time13/09/2015 16:24:41
013950009323768 - 13.575796,100.767020 - time13/09/2015 16:24:43
013950009329336 - 13.733825,100.572795 - time13/09/2015 16:24:45
013950009312506 - 13.575650,100.767706 - time13/09/2015 16:24:46
013950009324535 - 13.575805,100.767386 - time13/09/2015 16:24:48
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:24:48
013950009314809 - 13.575685,100.767341 - time13/09/2015 16:24:49
013950009320004 - 13.575731,100.767321 - time13/09/2015 16:24:49
013950009319543 - 13.575926,100.767635 - time13/09/2015 16:24:53
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:24:53
013950009313595 - 13.717413,100.584563 - time13/09/2015 16:24:57
013950009320509 - 13.575625,100.767310 - time13/09/2015 16:24:59
013950009324832 - 13.575740,100.767241 - time13/09/2015 16:24:59
013950009319790 - 13.575725,100.767243 - time13/09/2015 16:25:00
013950009310849 - 13.575471,100.766933 - time13/09/2015 16:25:00
013950009320426 - 13.575831,100.767206 - time13/09/2015 16:25:02
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:25:04
013950009320285 - 13.575483,100.766993 - time13/09/2015 16:25:07
013950009319972 - 13.575820,100.767126 - time13/09/2015 16:25:09
013950009319451 - 13.575645,100.766983 - time13/09/2015 16:25:09
013950009315384 - 13.575706,100.767336 - time13/09/2015 16:25:10
013950009320152 - 13.575726,100.767098 - time13/09/2015 16:25:11
013950009309742 - 13.733700,100.572898 - time13/09/2015 16:25:11
013950009323768 - 13.575800,100.767020 - time13/09/2015 16:25:13
013950009329336 - 13.733815,100.572795 - time13/09/2015 16:25:15
013950009312506 - 13.575733,100.767713 - time13/09/2015 16:25:16
013950009324535 - 13.575813,100.767390 - time13/09/2015 16:25:18
013950009320004 - 13.575770,100.767335 - time13/09/2015 16:25:19
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:25:18
013950009314809 - 13.575683,100.767331 - time13/09/2015 16:25:19
013950009319543 - 13.575943,100.767668 - time13/09/2015 16:25:23
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:25:23
013950009313595 - 13.717438,100.584560 - time13/09/2015 16:25:27
013950009320509 - 13.575643,100.767370 - time13/09/2015 16:25:29
013950009324832 - 13.575668,100.767226 - time13/09/2015 16:25:30
013950009319790 - 13.575731,100.767245 - time13/09/2015 16:25:30
013950009310849 - 13.575490,100.766925 - time13/09/2015 16:25:30
013950009320426 - 13.575851,100.767201 - time13/09/2015 16:25:32
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:25:34
013950009320285 - 13.575470,100.766995 - time13/09/2015 16:25:37
013950009319972 - 13.575806,100.767125 - time13/09/2015 16:25:39
013950009319451 - 13.575600,100.766990 - time13/09/2015 16:25:39
013950009315384 - 13.575706,100.767333 - time13/09/2015 16:25:40
013950009320152 - 13.575730,100.767100 - time13/09/2015 16:25:41
013950009309742 - 13.733708,100.572890 - time13/09/2015 16:25:41
013950009323768 - 13.575811,100.767018 - time13/09/2015 16:25:43
013950009329336 - 13.733815,100.572800 - time13/09/2015 16:25:45
013950009312506 - 13.575573,100.767713 - time13/09/2015 16:25:46
013950009324535 - 13.575840,100.767368 - time13/09/2015 16:25:48
013950009314809 - 13.575693,100.767333 - time13/09/2015 16:25:49
013950009320004 - 13.575738,100.767348 - time13/09/2015 16:25:49
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:25:48
013950009319543 - 13.575726,100.767608 - time13/09/2015 16:25:53
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:25:53
013950009313595 - 13.717438,100.584530 - time13/09/2015 16:25:57
013950009320509 - 13.575711,100.767403 - time13/09/2015 16:25:59
013950009319790 - 13.575741,100.767261 - time13/09/2015 16:26:00
013950009310849 - 13.575486,100.766930 - time13/09/2015 16:26:00
013950009324832 - 13.575631,100.767288 - time13/09/2015 16:26:00
013950009320426 - 13.575870,100.767173 - time13/09/2015 16:26:02
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:26:04
013950009320285 - 13.575455,100.767011 - time13/09/2015 16:26:07
013950009319972 - 13.575793,100.767125 - time13/09/2015 16:26:08
013950009319451 - 13.575588,100.767015 - time13/09/2015 16:26:09
013950009320152 - 13.575728,100.767106 - time13/09/2015 16:26:11
013950009315384 - 13.575713,100.767333 - time13/09/2015 16:26:10
013950009309742 - 13.733706,100.572893 - time13/09/2015 16:26:11
013950009323768 - 13.575813,100.767013 - time13/09/2015 16:26:13
013950009329336 - 13.733808,100.572811 - time13/09/2015 16:26:15
013950009312506 - 13.575463,100.767681 - time13/09/2015 16:26:16
013950009324535 - 13.575761,100.767343 - time13/09/2015 16:26:18
013950009314809 - 13.575696,100.767331 - time13/09/2015 16:26:19
013950009320004 - 13.575683,100.767330 - time13/09/2015 16:26:19
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:26:19
013950009319543 - 13.575763,100.767656 - time13/09/2015 16:26:23
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:26:23
013950009313595 - 13.717420,100.584526 - time13/09/2015 16:26:27
013950009320509 - 13.575710,100.767401 - time13/09/2015 16:26:29
013950009319790 - 13.575735,100.767265 - time13/09/2015 16:26:29
013950009310849 - 13.575468,100.766951 - time13/09/2015 16:26:30
013950009324832 - 13.575705,100.767403 - time13/09/2015 16:26:30
013950009320426 - 13.575866,100.767128 - time13/09/2015 16:26:32
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:26:34
013950009320285 - 13.575448,100.766990 - time13/09/2015 16:26:37
013950009319972 - 13.575785,100.767140 - time13/09/2015 16:26:38
013950009319451 - 13.575570,100.767041 - time13/09/2015 16:26:39
013950009320152 - 13.575728,100.767118 - time13/09/2015 16:26:41
013950009315384 - 13.575698,100.767328 - time13/09/2015 16:26:40
013950009309742 - 13.733703,100.572880 - time13/09/2015 16:26:41
013950009323768 - 13.575816,100.767016 - time13/09/2015 16:26:43
013950009329336 - 13.733781,100.572851 - time13/09/2015 16:26:45
013950009312506 - 13.575413,100.767676 - time13/09/2015 16:26:46
013950009324535 - 13.575643,100.767315 - time13/09/2015 16:26:48
013950009314809 - 13.575705,100.767330 - time13/09/2015 16:26:49
013950009320004 - 13.575645,100.767320 - time13/09/2015 16:26:49
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:26:49
013950009319543 - 13.575880,100.767671 - time13/09/2015 16:26:53
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:26:54
013950009313595 - 13.717416,100.584550 - time13/09/2015 16:26:57
013950009320509 - 13.575686,100.767328 - time13/09/2015 16:26:59
013950009319790 - 13.575738,100.767266 - time13/09/2015 16:26:59
013950009310849 - 13.575480,100.766925 - time13/09/2015 16:27:00
013950009324832 - 13.575700,100.767403 - time13/09/2015 16:27:00
013950009320426 - 13.575841,100.767116 - time13/09/2015 16:27:01
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:27:05
013950009320285 - 13.575450,100.767026 - time13/09/2015 16:27:07
013950009319451 - 13.575565,100.767055 - time13/09/2015 16:27:08
013950009319972 - 13.575781,100.767156 - time13/09/2015 16:27:08
013950009315384 - 13.575691,100.767325 - time13/09/2015 16:27:10
013950009320152 - 13.575740,100.767128 - time13/09/2015 16:27:11
013950009309742 - 13.733703,100.572886 - time13/09/2015 16:27:11
013950009323768 - 13.575836,100.767013 - time13/09/2015 16:27:13
013950009329336 - 13.733771,100.572838 - time13/09/2015 16:27:15
013950009312506 - 13.575335,100.767661 - time13/09/2015 16:27:16
013950009324535 - 13.575553,100.767310 - time13/09/2015 16:27:18
013950009314809 - 13.575711,100.767330 - time13/09/2015 16:27:19
013950009320004 - 13.575615,100.767295 - time13/09/2015 16:27:19
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:27:19
013950009319543 - 13.575880,100.767641 - time13/09/2015 16:27:23
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:27:24
013950009313595 - 13.717421,100.584560 - time13/09/2015 16:27:27
013950009320509 - 13.575738,100.767258 - time13/09/2015 16:27:28
013950009319790 - 13.575735,100.767266 - time13/09/2015 16:27:29
013950009310849 - 13.575505,100.766913 - time13/09/2015 16:27:30
013950009324832 - 13.575635,100.767345 - time13/09/2015 16:27:30
013950009320426 - 13.575825,100.767145 - time13/09/2015 16:27:31
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:27:35
013950009320285 - 13.575476,100.767031 - time13/09/2015 16:27:37
013950009319972 - 13.575781,100.767160 - time13/09/2015 16:27:38
013950009319451 - 13.575541,100.767063 - time13/09/2015 16:27:38
013950009320152 - 13.575741,100.767120 - time13/09/2015 16:27:40
013950009315384 - 13.575700,100.767326 - time13/09/2015 16:27:41
013950009309742 - 13.733708,100.572901 - time13/09/2015 16:27:41
013950009323768 - 13.575826,100.767018 - time13/09/2015 16:27:43
013950009329336 - 13.733746,100.572903 - time13/09/2015 16:27:45
013950009312506 - 13.575333,100.767681 - time13/09/2015 16:27:46
013950009324535 - 13.575550,100.767333 - time13/09/2015 16:27:48
013950009314809 - 13.575716,100.767330 - time13/09/2015 16:27:49
013950009320004 - 13.575676,100.767338 - time13/09/2015 16:27:49
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:27:49
013950009319543 - 13.575686,100.767531 - time13/09/2015 16:27:53
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:27:54
013950009313595 - 13.717426,100.584575 - time13/09/2015 16:27:57
013950009320509 - 13.575655,100.767283 - time13/09/2015 16:27:58
013950009319790 - 13.575741,100.767248 - time13/09/2015 16:27:59
013950009310849 - 13.575505,100.766895 - time13/09/2015 16:27:59
013950009324832 - 13.575673,100.767316 - time13/09/2015 16:28:00
013950009320426 - 13.575815,100.767148 - time13/09/2015 16:28:01
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:28:05
013950009320285 - 13.575488,100.767051 - time13/09/2015 16:28:07
013950009319972 - 13.575766,100.767158 - time13/09/2015 16:28:08
013950009319451 - 13.575540,100.767056 - time13/09/2015 16:28:08
013950009320152 - 13.575750,100.767100 - time13/09/2015 16:28:10
013950009315384 - 13.575703,100.767333 - time13/09/2015 16:28:11
013950009309742 - 13.733720,100.572890 - time13/09/2015 16:28:11
013950009323768 - 13.575808,100.767020 - time13/09/2015 16:28:13
013950009329336 - 13.733771,100.572936 - time13/09/2015 16:28:15
013950009312506 - 13.575238,100.767623 - time13/09/2015 16:28:16
013950009324535 - 13.575591,100.767356 - time13/09/2015 16:28:18
013950009314809 - 13.575721,100.767326 - time13/09/2015 16:28:19
013950009320004 - 13.575663,100.767356 - time13/09/2015 16:28:19
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:28:19
013950009319543 - 13.575595,100.767448 - time13/09/2015 16:28:23
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:28:25
013950009313595 - 13.717440,100.584545 - time13/09/2015 16:28:28
013950009320509 - 13.575690,100.767238 - time13/09/2015 16:28:28
013950009319790 - 13.575743,100.767236 - time13/09/2015 16:28:29
013950009324832 - 13.575726,100.767353 - time13/09/2015 16:28:30
013950009310849 - 13.575483,100.766875 - time13/09/2015 16:28:29
013950009320426 - 13.575875,100.767190 - time13/09/2015 16:28:31
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:28:35
013950009320285 - 13.575485,100.767030 - time13/09/2015 16:28:37
013950009319972 - 13.575756,100.767146 - time13/09/2015 16:28:38
013950009319451 - 13.575560,100.767068 - time13/09/2015 16:28:38
013950009320152 - 13.575755,100.767095 - time13/09/2015 16:28:40
013950009315384 - 13.575713,100.767333 - time13/09/2015 16:28:41
013950009309742 - 13.733715,100.572886 - time13/09/2015 16:28:41
013950009323768 - 13.575803,100.767021 - time13/09/2015 16:28:43
013950009329336 - 13.733775,100.572931 - time13/09/2015 16:28:45
013950009312506 - 13.575316,100.767645 - time13/09/2015 16:28:46
013950009324535 - 13.575778,100.767413 - time13/09/2015 16:28:48
013950009320004 - 13.575643,100.767358 - time13/09/2015 16:28:49
013950009314809 - 13.575715,100.767310 - time13/09/2015 16:28:49
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:28:49
013950009319543 - 13.575720,100.767396 - time13/09/2015 16:28:53
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:28:55
013950009313595 - 13.717426,100.584531 - time13/09/2015 16:28:58
013950009320509 - 13.575641,100.767258 - time13/09/2015 16:28:58
013950009319790 - 13.575753,100.767225 - time13/09/2015 16:28:59
013950009310849 - 13.575503,100.766891 - time13/09/2015 16:28:59
013950009324832 - 13.575528,100.767316 - time13/09/2015 16:29:00
013950009320426 - 13.575866,100.767181 - time13/09/2015 16:29:01
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:29:06
013950009320285 - 13.575486,100.767013 - time13/09/2015 16:29:07
013950009319972 - 13.575760,100.767145 - time13/09/2015 16:29:08
013950009319451 - 13.575541,100.767096 - time13/09/2015 16:29:08
013950009320152 - 13.575755,100.767083 - time13/09/2015 16:29:10
013950009315384 - 13.575720,100.767336 - time13/09/2015 16:29:11
013950009309742 - 13.733708,100.572898 - time13/09/2015 16:29:11
013950009323768 - 13.575803,100.767018 - time13/09/2015 16:29:13
013950009329336 - 13.733786,100.572911 - time13/09/2015 16:29:15
013950009312506 - 13.575480,100.767695 - time13/09/2015 16:29:16
013950009324535 - 13.575901,100.767395 - time13/09/2015 16:29:18
013950009314809 - 13.575710,100.767286 - time13/09/2015 16:29:19
013950009320004 - 13.575625,100.767343 - time13/09/2015 16:29:19
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:29:20
013950009319543 - 13.575765,100.767453 - time13/09/2015 16:29:22
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:29:25
013950009313595 - 13.717433,100.584508 - time13/09/2015 16:29:28
013950009320509 - 13.575651,100.767258 - time13/09/2015 16:29:28
013950009319790 - 13.575753,100.767221 - time13/09/2015 16:29:29
013950009310849 - 13.575501,100.766910 - time13/09/2015 16:29:29
013950009324832 - 13.575450,100.767303 - time13/09/2015 16:29:30
013950009320426 - 13.575856,100.767158 - time13/09/2015 16:29:31
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:29:36
013950009320285 - 13.575490,100.767011 - time13/09/2015 16:29:37
013950009319972 - 13.575756,100.767140 - time13/09/2015 16:29:38
013950009319451 - 13.575521,100.767103 - time13/09/2015 16:29:38
013950009320152 - 13.575763,100.767083 - time13/09/2015 16:29:40
013950009309742 - 13.733713,100.572878 - time13/09/2015 16:29:41
013950009315384 - 13.575730,100.767336 - time13/09/2015 16:29:41
013950009323768 - 13.575800,100.767011 - time13/09/2015 16:29:43
013950009329336 - 13.733796,100.572905 - time13/09/2015 16:29:45
013950009312506 - 13.575618,100.767711 - time13/09/2015 16:29:45
013950009324535 - 13.575836,100.767363 - time13/09/2015 16:29:48
013950009314809 - 13.575715,100.767270 - time13/09/2015 16:29:48
013950009320004 - 13.575678,100.767415 - time13/09/2015 16:29:49
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:29:50
013950009319543 - 13.575770,100.767548 - time13/09/2015 16:29:52
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:29:55
013950009313595 - 13.717436,100.584485 - time13/09/2015 16:29:58
013950009320509 - 13.575616,100.767213 - time13/09/2015 16:29:58
013950009319790 - 13.575761,100.767226 - time13/09/2015 16:29:58
013950009310849 - 13.575498,100.766906 - time13/09/2015 16:29:59
013950009324832 - 13.575425,100.767313 - time13/09/2015 16:30:00
013950009320426 - 13.575898,100.767188 - time13/09/2015 16:30:01
013950009320285 - 13.575483,100.767010 - time13/09/2015 16:30:07
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:30:06
013950009319972 - 13.575763,100.767143 - time13/09/2015 16:30:08
013950009319451 - 13.575553,100.767125 - time13/09/2015 16:30:08
013950009320152 - 13.575768,100.767085 - time13/09/2015 16:30:10
013950009309742 - 13.733720,100.572871 - time13/09/2015 16:30:11
013950009315384 - 13.575735,100.767335 - time13/09/2015 16:30:11
013950009323768 - 13.575808,100.767011 - time13/09/2015 16:30:13
013950009329336 - 13.733808,100.572905 - time13/09/2015 16:30:15
013950009312506 - 13.575736,100.767758 - time13/09/2015 16:30:15
013950009324535 - 13.575788,100.767358 - time13/09/2015 16:30:18
013950009314809 - 13.575713,100.767270 - time13/09/2015 16:30:18
013950009320004 - 13.575706,100.767400 - time13/09/2015 16:30:19
013777008958603 - 13.575645,100.767023 - time13/09/2015 16:30:20
013950009319543 - 13.575883,100.767565 - time13/09/2015 16:30:22
013950004395373 - 13.575705,100.767273 - time13/09/2015 16:30:26
013950009319790 - 13.575781,100.767231 - time13/09/2015 16:30:28
013950009320509 - 13.575598,100.767130 - time13/09/2015 16:30:28
013950009310849 - 13.575533,100.766898 - time13/09/2015 16:30:29
013950009313595 - 13.717458,100.584463 - time13/09/2015 16:30:28
013950009324832 - 13.575390,100.767328 - time13/09/2015 16:30:30
013950009320426 - 13.575913,100.767195 - time13/09/2015 16:30:31
013777002492740 - 13.575768,100.767145 - time13/09/2015 16:30:36
