GPSTrack
013950009309742 - 0.000000,0.000000 - time01/01/2000 7:03:39
013950009319972 - 0.000000,0.000000 - time01/01/2000 9:56:26
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:08:24
013950009319147 - 0.000000,0.000000 - time01/01/2000 10:55:48
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:34:22
013950009320426 - 0.000000,0.000000 - time01/01/2000 10:42:18
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:20:17
013950009329336 - 0.000000,0.000000 - time01/01/2000 10:46:40
013950009319972 - 0.000000,0.000000 - time01/01/2000 9:57:25
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:09:24
013950009319451 - 0.000000,0.000000 - time01/01/2000 10:48:49
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:34:50
013950009319147 - 0.000000,0.000000 - time01/01/2000 10:56:48
013950009320426 - 0.000000,0.000000 - time01/01/2000 10:43:18
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:21:17
013950009329336 - 0.000000,0.000000 - time01/01/2000 10:47:40
013950009319972 - 0.000000,0.000000 - time01/01/2000 9:57:34
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:10:24
013950009319451 - 0.000000,0.000000 - time01/01/2000 10:49:48
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:35:50
013950009319147 - 0.000000,0.000000 - time01/01/2000 10:57:48
013950009320426 - 0.000000,0.000000 - time01/01/2000 10:44:18
013950009328270 - 13.834896,100.514283 - time11/09/2015 10:27:53
013950009329336 - 0.000000,0.000000 - time01/01/2000 10:48:40
013950009319972 - 0.000000,0.000000 - time01/01/2000 9:58:25
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:11:24
013950009319451 - 0.000000,0.000000 - time01/01/2000 10:50:48
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:36:50
013950009320426 - 0.000000,0.000000 - time01/01/2000 10:44:55
013950009319147 - 0.000000,0.000000 - time01/01/2000 10:58:48
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:22:17
013950009329336 - 0.000000,0.000000 - time01/01/2000 10:49:40
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:12:23
013950009319972 - 0.000000,0.000000 - time01/01/2000 9:59:25
013950009320426 - 0.000000,0.000000 - time01/01/2000 10:45:18
013950009319147 - 0.000000,0.000000 - time01/01/2000 10:59:48
013950009319451 - 0.000000,0.000000 - time01/01/2000 10:51:48
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:23:17
013950009329336 - 0.000000,0.000000 - time01/01/2000 10:50:18
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:37:49
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:00:25
013950009320426 - 0.000000,0.000000 - time01/01/2000 10:46:18
013950009319451 - 0.000000,0.000000 - time01/01/2000 10:52:48
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:13:23
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:00:48
013950009329336 - 0.000000,0.000000 - time01/01/2000 10:50:40
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:38:49
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:24:17
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:01:25
013950009319451 - 0.000000,0.000000 - time01/01/2000 10:53:48
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:14:23
013950009320426 - 0.000000,0.000000 - time01/01/2000 10:47:17
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:01:48
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:39:49
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:25:16
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:02:25
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:15:23
013950009320426 - 0.000000,0.000000 - time01/01/2000 10:48:17
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:02:31
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:40:49
013950009319451 - 0.000000,0.000000 - time01/01/2000 10:54:48
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:26:16
013950009329336 - 0.000000,0.000000 - time01/01/2000 10:51:40
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:03:25
013950009324477 - 13.834888,100.514285 - time11/09/2015 10:28:00
013950009320426 - 0.000000,0.000000 - time01/01/2000 10:49:17
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:41:48
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:26:42
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:02:48
013950009319451 - 0.000000,0.000000 - time01/01/2000 10:55:48
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:04:25
013950009329336 - 0.000000,0.000000 - time01/01/2000 10:52:40
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:15:43
013950009320426 - 0.000000,0.000000 - time01/01/2000 10:50:17
013950009309213 - 13.834928,100.514290 - time11/09/2015 10:28:02
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:27:16
013950009319451 - 0.000000,0.000000 - time01/01/2000 10:56:48
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:03:48
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:05:25
013950009329336 - 0.000000,0.000000 - time01/01/2000 10:53:40
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:16:23
013950009320426 - 0.000000,0.000000 - time01/01/2000 10:51:17
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:42:48
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:28:16
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:04:47
013950009319451 - 13.834866,100.514295 - time11/09/2015 10:28:03
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:06:24
013950009329336 - 0.000000,0.000000 - time01/01/2000 10:54:40
013950009320426 - 0.000000,0.000000 - time01/01/2000 10:52:17
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:17:23
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:43:48
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:29:16
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:05:47
013950009319451 - 0.000000,0.000000 - time01/01/2000 10:57:31
013950009320426 - 0.000000,0.000000 - time01/01/2000 10:53:17
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:07:24
013950009329336 - 0.000000,0.000000 - time01/01/2000 10:55:40
013950009319451 - 0.000000,0.000000 - time01/01/2000 10:57:48
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:30:16
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:18:23
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:44:26
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:06:47
013950009320426 - 0.000000,0.000000 - time01/01/2000 10:54:17
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:07:38
013950009329336 - 0.000000,0.000000 - time01/01/2000 10:56:40
013950009319451 - 0.000000,0.000000 - time01/01/2000 10:58:47
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:19:22
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:44:48
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:07:47
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:31:15
013950009329336 - 0.000000,0.000000 - time01/01/2000 10:57:40
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:08:24
013950009319451 - 0.000000,0.000000 - time01/01/2000 10:59:47
013950009320426 - 0.000000,0.000000 - time01/01/2000 10:55:01
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:20:22
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:45:47
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:08:47
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:32:15
013950009329336 - 0.000000,0.000000 - time01/01/2000 10:58:40
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:06:09
013950009320426 - 0.000000,0.000000 - time01/01/2000 10:55:17
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:46:47
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:21:22
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:00:47
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:09:47
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:33:15
013950009329336 - 13.834966,100.514280 - time11/09/2015 10:28:10
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:09:24
013950009314809 - 13.834905,100.514253 - time11/09/2015 10:28:11
013950009320426 - 0.000000,0.000000 - time01/01/2000 10:56:17
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:47:47
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:22:22
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:01:47
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:10:47
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:34:15
013950009329336 - 0.000000,0.000000 - time01/01/2000 10:59:40
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:10:24
013950009320426 - 0.000000,0.000000 - time01/01/2000 10:57:17
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:48:47
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:23:22
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:02:47
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:11:47
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:35:15
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:00:24
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:11:24
013950009320426 - 0.000000,0.000000 - time01/01/2000 10:58:17
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:24:22
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:49:46
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:03:47
013950009319147 - 13.834935,100.514273 - time11/09/2015 10:28:14
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:36:15
013950009320426 - 0.000000,0.000000 - time01/01/2000 10:59:17
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:50:46
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:04:47
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:12:36
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:12:24
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:25:21
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:36:46
013950009320426 - 13.834923,100.514263 - time11/09/2015 10:28:15
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:05:47
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:13:24
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:00:40
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:25:47
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:37:14
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:51:46
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:12:47
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:00:17
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:06:46
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:14:24
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:01:40
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:52:46
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:13:46
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:28:19
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:26:21
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:38:14
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:01:17
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:15:23
013950009320285 - 13.834945,100.514258 - time11/09/2015 10:28:19
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:02:40
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:07:36
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:14:46
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:27:21
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:53:45
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:39:14
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:02:17
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:16:23
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:02:42
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:15:46
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:28:21
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:07:46
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:54:29
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:40:14
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:03:17
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:17:23
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:03:40
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:16:46
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:29:21
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:08:46
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:54:45
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:41:14
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:04:17
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:17:43
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:04:40
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:17:46
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:30:21
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:55:45
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:09:46
013950009328270 - 13.834906,100.514275 - time11/09/2015 10:28:23
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:05:06
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:05:40
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:18:23
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:18:46
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:56:45
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:42:13
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:10:46
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:05:17
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:06:41
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:31:21
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:19:46
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:19:23
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:11:46
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:43:13
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:06:17
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:32:20
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:57:44
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:20:23
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:07:41
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:20:46
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:12:46
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:44:13
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:07:16
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:58:44
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:33:20
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:21:23
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:08:41
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:21:45
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:13:46
013950009309213 - 0.000000,0.000000 - time01/01/2000 10:59:44
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:34:20
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:45:13
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:08:16
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:22:23
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:09:41
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:22:41
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:00:43
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:46:13
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:35:20
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:09:16
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:10:30
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:23:23
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:22:45
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:14:45
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:46:50
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:01:43
013950009324477 - 13.834895,100.514276 - time11/09/2015 10:28:30
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:10:16
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:24:22
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:23:45
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:10:41
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:15:45
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:47:13
013950009309213 - 13.834931,100.514290 - time11/09/2015 10:28:32
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:35:52
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:11:16
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:25:22
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:24:45
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:11:41
013950009319451 - 13.834865,100.514283 - time11/09/2015 10:28:33
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:48:12
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:02:43
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:12:16
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:36:20
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:25:45
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:26:22
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:12:41
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:49:12
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:16:45
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:03:43
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:13:16
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:26:45
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:37:20
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:13:41
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:50:12
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:17:41
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:27:22
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:14:03
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:04:32
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:38:20
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:27:45
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:51:12
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:27:48
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:17:45
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:14:16
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:14:41
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:04:42
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:39:19
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:28:45
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:28:22
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:18:45
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:15:41
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:52:12
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:05:42
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:15:12
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:29:37
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:40:19
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:16:41
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:53:11
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:06:42
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:15:16
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:19:45
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:29:45
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:06:39
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:41:19
013950009329336 - 13.834961,100.514268 - time11/09/2015 10:28:40
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:54:11
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:07:42
013950009314809 - 13.834915,100.514246 - time11/09/2015 10:28:41
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:16:16
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:20:45
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:30:44
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:42:19
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:29:22
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:17:41
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:55:11
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:08:41
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:21:45
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:17:16
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:31:44
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:30:22
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:43:19
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:18:41
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:56:11
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:08:58
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:22:44
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:18:16
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:32:44
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:31:22
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:19:41
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:09:41
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:44:19
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:56:54
013950009320426 - 13.834908,100.514248 - time11/09/2015 10:28:45
013950009319147 - 13.834925,100.514265 - time11/09/2015 10:28:44
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:23:44
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:20:36
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:32:22
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:45:18
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:57:11
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:19:16
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:24:44
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:10:41
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:32:46
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:45:56
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:33:21
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:57:59
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:20:41
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:20:16
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:25:44
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:11:41
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:33:44
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:46:18
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:34:21
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:21:41
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:28:48
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:12:40
013950009320285 - 13.834943,100.514255 - time11/09/2015 10:28:49
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:58:10
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:21:16
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:34:44
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:26:44
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:22:41
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:47:18
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:13:40
013950009328270 - 0.000000,0.000000 - time01/01/2000 10:59:10
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:22:16
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:27:44
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:23:41
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:35:44
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:48:18
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:14:36
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:00:10
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:23:16
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:35:21
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:27:45
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:24:41
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:36:44
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:14:40
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:49:18
013950009328270 - 13.834913,100.514268 - time11/09/2015 10:28:52
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:24:16
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:28:44
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:36:21
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:25:41
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:37:43
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:15:40
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:01:10
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:25:16
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:29:44
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:37:21
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:26:41
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:50:18
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:02:10
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:25:17
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:30:43
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:27:41
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:51:18
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:16:39
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:37:53
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:03:10
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:26:15
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:31:43
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:52:17
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:17:39
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:38:43
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:28:41
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:38:21
013950009328270 - 0.000000,0.000000 - time01/01/2000 11:04:09
013950009320426 - 0.000000,0.000000 - time01/01/2000 11:27:15
013950009319451 - 0.000000,0.000000 - time01/01/2000 11:32:43
013950009324477 - 0.000000,0.000000 - time01/01/2000 10:53:17
013950009319147 - 0.000000,0.000000 - time01/01/2000 11:39:43
013950009309213 - 0.000000,0.000000 - time01/01/2000 11:18:39
013950009329336 - 0.000000,0.000000 - time01/01/2000 11:29:41
013950009319972 - 0.000000,0.000000 - time01/01/2000 10:39:21
